customer_id,customer_bod,gender,phone_flag,student,employment,credit_card,balance,income,tenure,default
2892,1990-05-12,Male,1.0,No,Salaried,1.0,60566.8,6515653.64,1yrs 3mon,0
288,1986-11-03,Male,1.0,No,Salaried,1.0,179526.78,2992310.25,1yrs 0mon,0
4485,1986-05-20,Male,1.0,No,Salaried,0.0,174769.35,3639958.32,0yrs 5mon,0
8093,1993-09-15,Male,0.0,No,Salaried,0.0,92944.57,2723025.89,0yrs 9mon,0
7865,1987-05-07,,0.0,No,Salaried,0.0,123039.28,5303341.65,0yrs 6mon,0
7743,1987-03-09,Female,0.0,No,Salaried,0.0,38590.6,6325394.08,0yrs 4mon,0
3178,2000-12-14,Male,1.0,Yes,,0.0,118842.51,2279770.89,1yrs 2mon,0
4629,1993-08-15,Female,0.0,No,Salaried,0.0,80456.63,2911870.43,1yrs 8mon,0
6841,2000-09-06,Female,1.0,No,Salaried,0.0,40966.42,3519160.71,0yrs 8mon,0
7872,1985-10-10,Female,1.0,No,Salaried,1.0,123574.42,8345692.43,4yrs 8mon,0
4178,1996-09-20,Male,1.0,No,Salaried,1.0,0.0,5484130.22,0yrs 0mon,0
6332,2001-06-08,Male,1.0,No,Salaried,0.0,105603.94,7224465.79,2yrs 8mon,0
5901,1998-05-10,Male,1.0,No,Salaried,0.0,100222.79,5361459.81,0yrs 6mon,0
6458,2004-03-22,Male,1.0,Yes,,0.0,51411.1,1853634.96,0yrs 8mon,0
8978,1988-02-09,Male,1.0,No,Salaried,1.0,18840.41,6015825.47,0yrs 9mon,0
4261,2000-04-07,Female,1.0,Yes,,0.0,38401.46,1764537.32,1yrs 7mon,0
9615,1997-10-07,Male,1.0,No,Salaried,0.0,54764.76,5716054.25,0yrs 4mon,0
3874,2002-02-26,Female,0.0,Yes,,0.0,98767.69,2070527.81,0yrs 10mon,0
3297,1995-03-28,Female,1.0,No,Salaried,1.0,89785.27,5637831.81,4yrs 4mon,0
956,1984-03-24,Female,1.0,No,Salaried,1.0,68374.9,6520226.89,3yrs 0mon,0
6724,1987-09-06,Female,0.0,No,Self Employed,0.0,124512.08,4849898.76,0yrs 6mon,0
1021,1999-04-19,Male,0.0,Yes,,0.0,92805.74,2277382.61,1yrs 2mon,0
3173,1991-12-09,Male,1.0,No,Salaried,0.0,147868.02,6087823.71,0yrs 7mon,0
6081,2001-05-14,Female,1.0,Yes,,0.0,95201.69,1379447.18,1yrs 2mon,0
5745,1985-10-12,Male,0.0,No,Salaried,0.0,78164.92,5357843.57,3yrs 6mon,0
4049,1995-04-11,Male,0.0,No,Self Employed,0.0,74081.85,4572814.6,0yrs 8mon,0
348,1985-05-11,Female,1.0,Yes,,0.0,98069.98,2457706.45,3yrs 1mon,0
2847,1995-09-06,Female,1.0,No,Salaried,0.0,138931.18,3908940.35,3yrs 4mon,0
8385,2000-03-14,Male,1.0,Yes,,0.0,65523.44,2593832.29,3yrs 8mon,0
3365,1996-06-27,Female,1.0,No,Self Employed,1.0,18427.6,5928631.32,5yrs 4mon,0
7264,1968-03-15,Male,1.0,No,Self Employed,1.0,187031.64,4665653.38,1yrs 0mon,0
7869,1994-01-25,Male,1.0,Yes,,0.0,21611.42,3282171.46,0yrs 7mon,0
8897,2008-01-21,Female,1.0,Yes,,0.0,101237.09,2159078.06,0yrs 8mon,0
6181,1960-09-16,Female,1.0,No,Salaried,1.0,169012.57,5761549.63,1yrs 2mon,1
7121,1996-01-11,Female,0.0,Yes,,0.0,173742.81,2960381.04,0yrs 6mon,0
3861,1996-05-07,Male,1.0,No,Salaried,0.0,141350.07,5887406.75,1yrs 3mon,0
6426,1989-05-23,Female,0.0,No,Salaried,1.0,168254.42,4953077.46,0yrs 5mon,0
5880,1988-08-27,Female,1.0,No,Salaried,1.0,38986.25,4386647.97,0yrs 8mon,0
1447,1986-06-27,Female,0.0,No,Salaried,0.0,17777.52,5172526.33,0yrs 10mon,0
6835,1984-08-08,Male,1.0,No,Salaried,0.0,120866.44,5061970.77,3yrs 6mon,0
7280,1976-04-27,Female,1.0,No,Self Employed,0.0,128974.97,3085821.29,5yrs 2mon,0
6570,1993-12-16,Female,1.0,No,Salaried,0.0,64404.1,4294381.78,3yrs 4mon,0
6830,2010-12-16,Female,1.0,Yes,,0.0,67918.65,2237512.4,2yrs 0mon,0
4691,1996-11-23,Male,0.0,No,Salaried,0.0,94438.49,3994782.1,0yrs 6mon,0
6212,1987-04-20,Male,1.0,No,Salaried,1.0,55728.52,6385911.79,3yrs 11mon,0
6189,2006-02-10,Male,1.0,Yes,,0.0,60133.4,2687192.77,1yrs 5mon,0
2836,1985-01-26,Female,0.0,No,Salaried,0.0,100530.31,3722148.14,3yrs 8mon,0
8655,2000-02-26,Female,1.0,Yes,,0.0,2113.15,1648770.55,0yrs 5mon,0
7271,1989-08-04,Male,0.0,No,Self Employed,0.0,76480.57,5958887.31,0yrs 8mon,0
1179,1994-03-19,Male,1.0,Yes,,0.0,66107.41,2293208.94,0yrs 4mon,0
9992,1994-07-07,Female,0.0,No,Salaried,0.0,79055.95,6576249.39,5yrs 0mon,0
9013,1992-06-11,Female,0.0,No,Salaried,1.0,89893.77,5577372.62,1yrs 0mon,0
1493,1995-10-17,,1.0,No,Salaried,0.0,193175.69,4650774.56,2yrs 0mon,0
6904,1988-02-24,Female,1.0,No,Self Employed,0.0,121250.54,5546137.15,3yrs 7mon,0
3504,2009-07-24,Male,1.0,Yes,,0.0,84040.22,1908625.52,1yrs 6mon,0
4930,1985-06-22,Female,1.0,No,Self Employed,1.0,77217.74,5511106.4,0yrs 8mon,0
5086,1998-05-22,,0.0,No,Salaried,0.0,93889.61,4179675.15,0yrs 8mon,0
5803,2011-03-07,Female,0.0,Yes,,0.0,151240.94,1403601.33,0yrs 6mon,0
6685,1996-06-25,Female,0.0,No,Self Employed,1.0,109824.37,3770753.47,0yrs 8mon,0
329,1995-11-18,Female,1.0,No,Salaried,1.0,125136.59,3104057.73,0yrs 6mon,0
4747,1995-08-21,Female,1.0,No,Salaried,1.0,124237.88,6367932.59,1yrs 9mon,0
4919,1993-01-25,Male,1.0,No,Salaried,0.0,131546.22,3678391.53,0yrs 5mon,0
4453,1999-02-08,Female,1.0,Yes,,0.0,135665.36,2503548.54,0yrs 11mon,0
6034,1994-12-23,Female,0.0,No,Salaried,1.0,83645.62,4649171.18,1yrs 9mon,0
7220,1989-04-18,Male,1.0,No,Salaried,1.0,76356.52,6241328.31,1yrs 8mon,0
3524,1987-09-19,Female,0.0,No,Salaried,1.0,198107.52,5217375.39,3yrs 4mon,0
7690,1987-10-27,Male,1.0,No,Self Employed,0.0,101409.33,4609301.23,1yrs 2mon,0
7601,1994-12-08,Male,1.0,No,Self Employed,0.0,54645.16,4390866.04,1yrs 6mon,0
5195,2004-11-18,Male,1.0,Yes,,0.0,206384.53,2691822.96,2yrs 5mon,0
1530,1983-05-19,Male,1.0,No,Salaried,0.0,62845.07,5771009.34,5yrs 1mon,0
4394,1988-10-18,,1.0,No,Salaried,1.0,85383.1,4256205.86,5yrs 1mon,0
6899,1994-03-25,Male,1.0,No,Salaried,0.0,0.0,2231269.77,0yrs 0mon,0
6621,1992-03-17,Male,1.0,No,Salaried,0.0,24527.54,4677554.87,1yrs 3mon,0
2591,2009-04-25,Male,1.0,Yes,,0.0,95157.06,2081540.51,1yrs 10mon,0
3877,1999-09-24,,1.0,Yes,,0.0,14137.13,2250339.62,0yrs 8mon,0
1403,1999-05-10,Female,1.0,Yes,,0.0,221323.41,1708573.59,2yrs 10mon,0
6523,1987-05-16,Male,0.0,No,Salaried,1.0,39244.63,6161872.47,1yrs 6mon,0
3878,1979-02-03,Female,1.0,No,Salaried,0.0,56959.93,5047053.28,3yrs 10mon,0
6718,1983-10-24,Female,1.0,No,Salaried,0.0,88445.01,3345558.82,0yrs 5mon,0
5589,1972-02-05,Male,1.0,No,Salaried,1.0,52685.27,4817772.97,0yrs 5mon,0
3882,1998-06-08,Male,1.0,No,Self Employed,0.0,161071.54,4282996.48,1yrs 4mon,1
1946,2001-05-21,,1.0,No,Salaried,0.0,12989.93,5431747.77,2yrs 1mon,0
7796,2002-02-24,Male,1.0,No,Salaried,0.0,114653.92,4883877.14,3yrs 8mon,0
9964,1995-04-03,Female,0.0,No,Salaried,0.0,54437.79,3861434.66,0yrs 6mon,0
762,2011-01-08,Male,0.0,Yes,,0.0,224632.61,2169298.45,2yrs 5mon,1
4409,1998-09-24,Male,1.0,No,Self Employed,0.0,162072.39,2584955.85,0yrs 8mon,1
9879,1999-09-04,Female,1.0,No,Self Employed,0.0,93828.53,7874117.39,3yrs 0mon,0
7811,2008-02-26,Female,1.0,Yes,,0.0,169450.8,2045959.2,1yrs 1mon,0
842,1988-04-24,Female,1.0,No,Salaried,0.0,29983.24,5712253.98,0yrs 9mon,0
2010,1988-09-17,Female,0.0,No,Salaried,1.0,166981.99,3618336.46,0yrs 6mon,0
9367,2011-05-18,Male,0.0,Yes,,0.0,126911.92,2588490.33,0yrs 8mon,0
5451,1975-03-07,Male,1.0,No,Salaried,0.0,0.0,5397635.16,0yrs 0mon,0
4244,2000-11-25,Male,1.0,Yes,,0.0,48880.85,3045207.44,1yrs 0mon,0
706,1997-09-12,Male,1.0,No,Salaried,0.0,64833.49,3152058.76,1yrs 11mon,0
8600,1990-10-17,Male,1.0,No,Salaried,0.0,3096.05,5291002.55,1yrs 4mon,0
1299,1998-01-19,Female,1.0,No,Salaried,1.0,0.0,4347060.87,0yrs 0mon,0
6351,1997-01-05,Male,0.0,No,Salaried,0.0,0.0,5403061.4,0yrs 0mon,0
2337,1990-03-26,,1.0,No,Salaried,0.0,90495.3,4961016.31,3yrs 3mon,0
9154,1996-05-23,Female,1.0,No,Salaried,0.0,47097.26,2480960.74,3yrs 10mon,0
5891,2002-04-17,Male,1.0,Yes,,0.0,257472.92,2821942.96,2yrs 6mon,1
2945,2010-10-16,Male,1.0,Yes,,0.0,15754.15,1739021.29,0yrs 8mon,0
2087,1986-06-18,Female,1.0,No,Salaried,1.0,0.0,5589763.41,0yrs 0mon,0
6100,1994-10-28,Male,1.0,No,Salaried,0.0,33079.23,3751197.38,0yrs 7mon,0
6593,1980-04-24,Male,1.0,No,Salaried,1.0,5961.89,5643124.63,0yrs 5mon,0
7988,1988-11-23,Female,1.0,Yes,,0.0,93793.65,1463516.39,1yrs 4mon,0
5403,1987-12-11,Male,1.0,No,Salaried,0.0,24019.54,2913615.62,1yrs 1mon,0
7458,1983-08-06,Female,0.0,No,Salaried,1.0,35625.82,5176387.4,0yrs 8mon,0
6542,2002-05-07,Male,0.0,No,Salaried,0.0,215732.04,5648246.95,1yrs 9mon,1
4843,1988-10-21,Female,0.0,No,Salaried,0.0,33007.62,3391940.64,1yrs 2mon,0
1981,1987-05-16,Female,0.0,No,Salaried,0.0,84250.17,5737410.97,2yrs 5mon,0
5734,1995-01-06,Male,1.0,No,Salaried,1.0,60869.56,5532748.0,1yrs 5mon,0
3099,1993-11-17,Male,1.0,No,Salaried,0.0,100612.44,4908417.68,2yrs 1mon,0
2428,1990-01-21,Male,0.0,No,Salaried,0.0,61518.41,4755803.43,1yrs 11mon,0
7392,2000-06-23,,1.0,No,Salaried,0.0,124598.74,5406917.05,4yrs 9mon,0
876,1990-07-08,Female,0.0,No,Salaried,0.0,96222.6,4698795.3,1yrs 0mon,0
9476,1993-12-19,Male,0.0,No,Salaried,0.0,155473.6,4766128.32,5yrs 3mon,0
4677,2001-02-17,Male,1.0,Yes,,0.0,161264.94,2073652.64,0yrs 7mon,0
3124,2010-08-14,Male,1.0,Yes,Self Employed,0.0,260303.54,2183432.03,0yrs 11mon,1
2828,1994-07-08,,0.0,No,Self Employed,0.0,132936.14,4147433.94,0yrs 9mon,0
6184,1986-04-26,Female,0.0,No,Salaried,1.0,157970.62,5496828.18,3yrs 4mon,0
70,1990-04-17,Female,1.0,No,Salaried,1.0,82896.1,5776856.56,0yrs 5mon,0
6672,1999-05-14,Female,1.0,Yes,,0.0,131368.87,2356591.85,4yrs 8mon,0
1339,2002-06-04,Female,1.0,Yes,,0.0,72051.7,2224596.21,0yrs 6mon,0
4823,1996-12-22,Female,1.0,No,Salaried,1.0,143859.94,4833010.74,1yrs 2mon,0
4455,2002-11-10,,1.0,No,Salaried,0.0,24876.46,5999939.49,3yrs 9mon,0
8913,1971-10-16,Male,1.0,No,Salaried,0.0,72112.69,5261545.07,2yrs 4mon,0
4949,1998-02-09,Male,1.0,No,Salaried,1.0,231393.63,4259055.39,0yrs 7mon,1
1188,2001-01-16,Female,1.0,Yes,,0.0,107454.97,2855466.18,1yrs 1mon,0
2399,1995-04-07,Female,0.0,No,Self Employed,1.0,125570.0,5711796.88,2yrs 1mon,0
5965,2000-07-06,Male,1.0,Yes,,0.0,141790.32,2657046.26,1yrs 0mon,0
626,1985-03-20,Female,1.0,No,Salaried,0.0,106997.25,4376499.4,2yrs 2mon,0
1090,2002-06-13,Male,1.0,Yes,,0.0,118211.12,2219995.38,1yrs 1mon,0
5752,2010-07-21,Female,1.0,Yes,,0.0,123800.45,2692874.64,0yrs 7mon,0
5463,1987-02-17,Male,1.0,No,Salaried,0.0,119252.65,6317479.57,0yrs 5mon,0
9696,2001-12-16,Male,1.0,No,Salaried,0.0,28719.26,5919385.11,0yrs 9mon,0
8678,2002-10-16,Male,1.0,Yes,,0.0,26479.14,2417829.57,0yrs 4mon,0
9063,1998-10-12,Male,1.0,No,Self Employed,0.0,2.86,4557813.68,0yrs 8mon,0
3846,2002-05-14,Female,1.0,Yes,,0.0,91747.56,609959.12,5yrs 8mon,0
8685,1988-09-18,Male,1.0,No,Salaried,0.0,174395.14,5204490.95,0yrs 10mon,0
588,1987-08-15,Female,0.0,No,Salaried,0.0,29088.41,4483730.77,0yrs 5mon,0
897,1996-06-26,Male,0.0,Yes,,0.0,46036.76,2093421.89,1yrs 5mon,0
5756,1989-10-23,Female,1.0,No,Salaried,0.0,64751.21,1194027.53,0yrs 5mon,0
8779,1998-11-28,Male,0.0,No,Salaried,1.0,63428.3,5069922.84,1yrs 11mon,0
119,1988-11-21,Male,1.0,No,Salaried,1.0,104043.7,4024917.6,4yrs 7mon,0
3317,1985-04-06,Male,1.0,No,Self Employed,1.0,48988.32,6135781.59,2yrs 7mon,0
6695,2002-08-13,Female,1.0,No,Salaried,1.0,132130.95,5164267.45,1yrs 0mon,0
4129,1986-04-13,Male,1.0,No,Salaried,1.0,154590.32,5067175.44,1yrs 9mon,0
9958,1984-09-17,Male,1.0,No,Salaried,1.0,211918.91,5717090.65,1yrs 5mon,0
4983,2006-05-18,Female,1.0,Yes,,0.0,225360.14,2096782.08,1yrs 7mon,1
9832,2007-08-10,Female,1.0,Yes,,0.0,1367.47,2326550.48,0yrs 5mon,0
4610,2002-02-24,Female,1.0,No,Salaried,0.0,78837.63,3867035.43,0yrs 6mon,0
6550,2000-11-05,Female,1.0,Yes,,0.0,128514.09,1524909.65,3yrs 8mon,0
6885,1973-05-19,Male,1.0,No,Salaried,1.0,84054.38,6559333.81,0yrs 9mon,0
8288,2002-07-11,Female,1.0,Yes,,0.0,67147.97,1886445.9,0yrs 5mon,0
7689,1991-11-21,Male,1.0,No,Salaried,0.0,96786.02,3314748.5,5yrs 2mon,0
2653,1968-11-17,Male,1.0,No,Self Employed,1.0,77538.92,5483619.79,4yrs 4mon,0
3746,1997-09-23,Male,1.0,No,Salaried,1.0,82572.66,3249689.1,1yrs 3mon,0
9894,2002-03-05,Female,1.0,No,Salaried,1.0,274608.97,6245228.29,0yrs 5mon,1
7931,1973-04-20,Female,0.0,No,Salaried,0.0,140180.08,2063878.03,1yrs 9mon,0
6477,2003-08-24,Male,1.0,Yes,,0.0,166860.92,1906261.29,1yrs 7mon,0
8896,1995-04-20,Female,1.0,No,Self Employed,0.0,91550.78,6035264.67,2yrs 4mon,0
6230,1985-09-10,Male,1.0,No,Salaried,1.0,91448.83,5792230.97,0yrs 4mon,0
6331,1996-12-20,Male,0.0,No,Salaried,1.0,178885.81,4370088.0,0yrs 11mon,0
4086,1996-09-25,Female,1.0,No,Self Employed,0.0,106511.36,7129939.17,3yrs 2mon,0
846,2006-08-08,,1.0,Yes,,0.0,22400.2,1917196.54,0yrs 4mon,0
8892,2001-09-08,Male,1.0,Yes,,0.0,116791.74,2038153.29,0yrs 10mon,0
6273,1987-06-09,Female,0.0,No,Salaried,0.0,74557.53,4724649.26,3yrs 10mon,0
3058,1982-02-16,Female,0.0,No,Salaried,1.0,108121.47,1619775.18,1yrs 1mon,0
6887,1985-08-25,Male,1.0,No,Salaried,1.0,179113.8,5540963.76,3yrs 1mon,0
4290,2003-08-22,Male,0.0,Yes,,0.0,213329.36,2978502.75,2yrs 6mon,0
8305,1984-10-20,,1.0,No,Salaried,0.0,55216.78,6325027.18,2yrs 9mon,0
4524,2001-02-16,Male,0.0,Yes,,0.0,49256.01,3068932.6,0yrs 9mon,0
4523,1998-11-14,Female,1.0,No,Salaried,1.0,25890.33,2670550.7,1yrs 3mon,0
1152,1990-10-07,Female,0.0,No,Salaried,0.0,73011.48,6777966.83,0yrs 4mon,0
9848,2003-07-28,Female,0.0,Yes,Self Employed,0.0,108734.86,2313096.02,0yrs 5mon,0
3476,2009-12-18,Female,0.0,Yes,,0.0,16923.19,1357727.01,1yrs 2mon,0
9730,2001-09-15,Male,0.0,No,Self Employed,0.0,140539.6,3280560.33,1yrs 10mon,0
2246,1986-04-04,Female,0.0,No,Self Employed,1.0,177320.3,5041416.96,2yrs 10mon,0
8672,1986-12-14,,1.0,No,Salaried,0.0,91342.52,6561819.41,1yrs 10mon,0
598,1970-07-27,Male,1.0,No,Salaried,0.0,116643.82,2221313.52,0yrs 7mon,0
9637,1989-02-21,Female,0.0,No,Salaried,0.0,152059.9,6143735.95,4yrs 1mon,0
1742,1987-12-12,Female,0.0,No,Salaried,1.0,155990.96,5305744.91,0yrs 7mon,0
1045,1999-08-14,Male,0.0,Yes,,0.0,117077.14,3110438.63,1yrs 4mon,0
2726,1995-01-26,,1.0,No,Salaried,1.0,78050.2,5654648.7,2yrs 11mon,0
1788,1968-11-15,Female,0.0,No,Salaried,0.0,40648.32,5390765.46,0yrs 7mon,0
779,1998-04-09,Female,0.0,No,Salaried,0.0,112870.9,4987256.52,1yrs 9mon,0
8493,2000-02-19,Male,1.0,No,Salaried,0.0,69503.19,4341817.53,3yrs 9mon,0
5158,1995-03-27,Female,0.0,No,Salaried,0.0,51614.19,4932634.52,0yrs 5mon,0
6272,2001-05-15,Male,1.0,Yes,,0.0,151546.12,1720860.95,0yrs 11mon,0
4175,1973-10-14,Female,1.0,No,Salaried,0.0,152015.52,4158253.07,1yrs 4mon,0
4060,1986-11-18,Male,1.0,No,Self Employed,0.0,108145.01,5862654.1,1yrs 3mon,0
2670,1995-09-28,Female,0.0,No,Salaried,0.0,105799.66,5247119.7,3yrs 7mon,0
9217,1993-12-13,Female,1.0,No,Salaried,0.0,67964.05,4683999.0,5yrs 7mon,0
233,1988-01-05,Male,1.0,No,Self Employed,0.0,162570.3,4005015.8,4yrs 4mon,0
24,1984-01-15,Male,1.0,No,Salaried,0.0,77038.13,3655932.39,0yrs 6mon,0
9977,1991-12-03,Female,1.0,No,Salaried,0.0,26210.11,3048135.97,1yrs 2mon,0
8109,1994-09-28,Male,0.0,No,Salaried,0.0,89479.94,6586972.08,2yrs 9mon,0
2737,1994-09-08,Female,1.0,No,Salaried,0.0,100843.89,5438020.25,0yrs 10mon,0
4245,1995-03-13,Female,1.0,No,Salaried,1.0,0.0,4527295.63,0yrs 0mon,0
7324,1993-05-21,,1.0,No,Salaried,0.0,75101.56,4109501.14,1yrs 0mon,0
1039,1980-01-16,Female,0.0,No,Salaried,0.0,69061.73,6504382.83,3yrs 6mon,0
9283,2002-07-27,Female,0.0,Yes,,1.0,147041.52,662924.97,0yrs 5mon,0
7326,2000-09-04,Male,1.0,Yes,,0.0,139425.73,1619979.62,0yrs 9mon,0
6260,1998-10-17,Female,1.0,No,Salaried,0.0,0.0,3545043.05,0yrs 0mon,0
386,1993-09-19,,1.0,No,Salaried,0.0,127372.99,6532441.24,6yrs 0mon,0
235,1998-05-09,,0.0,No,Salaried,0.0,114738.16,5290404.93,1yrs 9mon,0
2435,1977-05-03,Male,0.0,No,Salaried,0.0,161948.61,6077434.87,1yrs 7mon,0
8852,2000-06-20,Female,1.0,No,Self Employed,0.0,0.0,3611810.58,0yrs 0mon,0
832,1991-11-19,,0.0,No,Salaried,0.0,52336.2,5528599.26,0yrs 6mon,0
2178,2001-07-05,Female,1.0,Yes,,0.0,128479.96,2317540.87,4yrs 6mon,0
7610,1991-09-22,Male,0.0,No,Self Employed,1.0,45413.48,3667451.46,1yrs 5mon,0
2629,1986-06-14,,0.0,No,Salaried,1.0,24187.01,3350981.59,3yrs 1mon,0
8536,2003-12-05,,1.0,Yes,,0.0,111529.34,2788410.21,1yrs 2mon,0
1051,1991-05-10,Female,0.0,No,Salaried,0.0,179547.88,4504119.51,0yrs 10mon,0
7684,1985-04-16,Female,1.0,No,Salaried,0.0,99866.09,5286390.73,1yrs 3mon,0
3103,2000-07-10,Female,1.0,Yes,,0.0,15390.22,2049188.83,1yrs 5mon,0
7330,1986-05-15,Female,1.0,No,Salaried,0.0,155059.22,4726522.59,2yrs 4mon,0
5716,1994-08-21,Male,1.0,No,Salaried,1.0,118132.7,3035384.16,5yrs 8mon,0
425,2004-12-11,Female,0.0,Yes,,0.0,164016.69,2869585.06,2yrs 0mon,0
340,1988-02-13,Male,1.0,No,Salaried,1.0,146681.72,3883604.53,0yrs 5mon,0
6222,1993-09-23,Female,0.0,No,Salaried,0.0,2778.27,5042027.89,0yrs 7mon,0
1763,2011-03-14,Female,1.0,Yes,,0.0,64282.32,1322352.83,3yrs 10mon,0
6635,1996-12-12,Male,1.0,No,Salaried,1.0,172095.33,5677383.65,5yrs 8mon,1
4731,1990-03-23,Male,1.0,No,Salaried,0.0,68098.7,2676548.87,0yrs 4mon,0
1458,1997-11-06,Male,1.0,No,Salaried,0.0,113875.82,5454831.46,1yrs 4mon,0
745,1987-02-18,Female,1.0,No,Salaried,0.0,146046.82,5550813.66,0yrs 9mon,0
9496,1980-12-15,Female,1.0,No,Salaried,0.0,109862.17,5079722.6,1yrs 3mon,0
560,1995-01-04,,1.0,No,Salaried,0.0,86616.98,6765086.64,1yrs 3mon,0
1203,1986-12-04,,0.0,No,Salaried,0.0,33456.63,6547094.0,2yrs 8mon,0
1345,2007-01-09,Male,1.0,Yes,,0.0,199642.44,2381723.83,2yrs 9mon,0
5481,1981-04-25,Female,1.0,No,Self Employed,0.0,153849.23,6330369.19,0yrs 6mon,0
6412,2006-02-25,Male,0.0,Yes,,0.0,106474.67,2089083.73,1yrs 2mon,0
2919,2000-01-11,Female,1.0,No,Salaried,1.0,0.0,3977579.44,0yrs 0mon,0
4595,2003-10-23,Female,1.0,Yes,,0.0,201777.78,1218638.88,1yrs 2mon,1
6108,2004-02-08,Male,0.0,Yes,,0.0,90997.16,1519455.12,0yrs 4mon,0
9383,1999-03-18,Male,1.0,Yes,,0.0,105565.26,2143661.07,1yrs 6mon,0
3180,1986-12-17,Male,1.0,No,Self Employed,0.0,32744.78,5309961.44,0yrs 11mon,0
5064,1988-04-10,Male,1.0,No,Salaried,0.0,85399.66,4288944.26,1yrs 2mon,0
8235,2000-01-14,Male,1.0,No,Salaried,1.0,78850.66,3806955.43,0yrs 9mon,0
1182,1991-08-28,Female,1.0,No,Self Employed,0.0,97249.45,3366814.07,1yrs 4mon,0
6962,1986-11-07,,0.0,No,Self Employed,0.0,77960.79,3873171.5,0yrs 5mon,0
3527,1986-12-19,Male,0.0,No,Salaried,1.0,53635.74,3315192.31,0yrs 5mon,0
7921,1967-01-13,Male,1.0,No,Salaried,1.0,91438.62,4700753.43,1yrs 2mon,0
656,2002-11-16,Male,1.0,No,Salaried,0.0,143739.78,6558277.12,1yrs 3mon,0
8537,2001-09-21,Male,1.0,No,Salaried,1.0,201133.78,3038060.57,1yrs 0mon,0
2296,1994-10-25,Male,1.0,No,Salaried,0.0,151029.17,4028537.34,0yrs 6mon,0
8983,1996-09-22,Male,1.0,No,Salaried,0.0,42505.97,3051246.53,1yrs 8mon,0
2098,2000-01-12,Female,0.0,No,Salaried,1.0,146591.97,4903837.55,3yrs 11mon,0
7566,1999-01-27,Female,0.0,Yes,,0.0,140426.95,1049696.73,0yrs 9mon,0
6837,1980-12-11,Male,1.0,No,Salaried,0.0,161346.71,4180951.26,0yrs 5mon,0
4352,1995-07-06,Male,1.0,No,Self Employed,0.0,16634.49,6029930.07,2yrs 5mon,0
5384,2000-03-28,Female,1.0,Yes,,0.0,14148.37,1757982.97,0yrs 10mon,0
1432,1994-02-06,Female,1.0,No,Salaried,1.0,88377.09,4744599.7,3yrs 9mon,0
7585,2002-08-20,Male,1.0,No,Salaried,0.0,139215.99,3957439.15,0yrs 10mon,0
8404,1986-08-19,Female,1.0,No,Salaried,0.0,54461.99,3343834.18,3yrs 5mon,0
8620,1996-08-19,Female,0.0,No,Salaried,1.0,54824.58,6587299.73,5yrs 1mon,0
6116,1984-09-04,Female,0.0,No,Salaried,0.0,0.0,5167952.11,0yrs 0mon,0
8697,1997-10-11,,0.0,No,Self Employed,0.0,64673.13,2794713.66,1yrs 1mon,0
500,1998-09-19,Female,1.0,No,Salaried,0.0,61098.62,4815919.11,1yrs 5mon,0
3602,1999-04-10,Female,1.0,Yes,,0.0,139323.14,1669613.04,1yrs 3mon,0
4015,2000-12-05,Female,1.0,Yes,,0.0,120856.74,2066100.61,1yrs 5mon,0
1495,1980-03-24,Male,0.0,No,Salaried,0.0,55224.94,5343272.73,1yrs 3mon,0
393,2002-08-10,Female,1.0,No,Salaried,0.0,93075.62,3264702.89,5yrs 3mon,0
159,1989-12-27,Female,1.0,No,Salaried,0.0,137897.48,5423375.36,1yrs 0mon,0
3238,2001-08-10,Female,1.0,No,Salaried,0.0,156750.91,3525172.96,1yrs 6mon,0
3031,1991-07-19,Female,1.0,No,Salaried,1.0,147164.49,2571156.84,5yrs 0mon,0
7961,1988-07-10,Female,1.0,No,Salaried,0.0,23029.56,6679136.79,0yrs 9mon,0
7779,1991-04-22,,1.0,No,Salaried,0.0,92780.59,4545312.54,1yrs 7mon,0
1470,1993-01-16,Male,0.0,No,Salaried,0.0,205591.63,4080703.37,3yrs 8mon,0
7774,1991-10-24,Female,1.0,No,Salaried,0.0,154396.36,5379103.9,1yrs 8mon,0
6804,2009-03-10,Male,0.0,Yes,,0.0,188479.05,1948698.38,1yrs 1mon,1
1111,1992-11-28,Female,1.0,No,Salaried,1.0,88970.46,4639319.96,0yrs 9mon,0
1781,1995-10-14,Male,1.0,No,Self Employed,1.0,177374.89,3781841.34,5yrs 8mon,1
2241,2009-10-25,Female,1.0,Yes,,0.0,234830.87,1868926.8,5yrs 6mon,1
8839,1987-06-20,Female,1.0,No,Salaried,1.0,180611.29,5164334.54,2yrs 0mon,0
2324,2004-07-12,Male,1.0,No,Self Employed,1.0,197816.88,6665790.5,4yrs 8mon,1
3111,1991-02-18,Male,1.0,No,Self Employed,0.0,63106.84,5463661.09,1yrs 7mon,0
4565,1984-02-28,Male,0.0,No,Self Employed,1.0,167524.55,5565447.66,0yrs 9mon,0
3382,1984-12-25,Male,1.0,No,Self Employed,0.0,93917.84,4499650.44,2yrs 0mon,0
8166,1996-01-24,Male,1.0,No,Self Employed,0.0,108667.89,6359727.72,0yrs 9mon,0
944,1994-08-26,Male,1.0,No,Self Employed,0.0,34234.91,2112796.31,0yrs 4mon,0
7150,1997-01-11,Male,1.0,No,Self Employed,1.0,67438.77,4853521.05,1yrs 11mon,0
